customer_id,snapshot_date,sessions_30d,product_views_30d,cart_adds_30d,wishlist_adds_30d,abandoned_carts_30d,email_opens_30d,campaign_clicks_30d,last_visit_days_ago
CUST00956,2025-09-30,10,52,1,1,0,3,1,15
CUST00957,2025-09-30,5,26,2,1,1,0,0,6
CUST00958,2025-09-30,2,6,1,0,1,1,0,23
CUST00959,2025-09-30,0,0,0,0,0,1,0,20
CUST00960,2025-09-30,1,3,0,0,0,0,0,16
CUST00961,2025-09-30,2,6,0,0,0,0,0,43
CUST00962,2025-09-30,9,52,2,0,1,0,0,19
CUST00963,2025-09-30,9,35,4,3,1,8,1,20
CUST00964,2025-09-30,0,0,0,0,0,0,0,47
CUST00965,2025-09-30,5,27,1,1,0,1,0,1
CUST00966,2025-09-30,4,15,1,1,1,4,2,19
CUST00967,2025-09-30,2,7,0,0,0,5,0,53
CUST00968,2025-09-30,12,47,2,4,1,0,0,4
CUST00969,2025-09-30,14,68,1,3,1,9,4,16
CUST00970,2025-09-30,6,18,2,0,1,6,3,15
CUST00971,2025-09-30,20,119,3,3,1,8,2,9
CUST00972,2025-09-30,5,21,2,1,1,10,4,8
CUST00973,2025-09-30,4,13,1,0,1,0,0,4
CUST00974,2025-09-30,11,56,6,1,2,8,0,12
CUST00975,2025-09-30,11,50,6,2,1,6,0,4
CUST00976,2025-09-30,9,26,4,0,2,6,3,4
CUST00977,2025-09-30,9,32,1,2,0,4,2,8
CUST00978,2025-09-30,0,0,0,0,0,0,0,56
CUST00979,2025-09-30,5,23,1,0,0,0,0,28
CUST00980,2025-09-30,4,21,2,0,0,8,1,21
CUST00981,2025-09-30,6,16,3,1,2,1,0,22
CUST00982,2025-09-30,4,17,2,1,1,4,2,11
CUST00983,2025-09-30,1,4,0,0,0,0,0,43
CUST00984,2025-09-30,3,9,1,0,0,2,0,3
CUST00985,2025-09-30,5,18,0,1,0,0,0,20
CUST00986,2025-09-30,1,4,0,0,0,0,0,3
CUST00987,2025-09-30,2,11,1,0,0,0,0,0
CUST00988,2025-09-30,3,13,1,1,0,0,0,1
CUST00989,2025-09-30,0,0,0,0,0,0,0,47
CUST00990,2025-09-30,6,30,1,1,1,0,0,37
CUST00991,2025-09-30,9,41,2,3,1,9,1,16
CUST00992,2025-09-30,6,15,2,1,1,9,3,46
CUST00993,2025-09-30,1,3,1,0,0,0,0,39
CUST00994,2025-09-30,8,43,4,1,2,4,1,5
CUST00995,2025-09-30,6,18,1,2,0,2,1,33
CUST00996,2025-09-30,14,60,1,1,1,0,0,3
CUST00997,2025-09-30,4,20,1,1,1,2,1,36
CUST00998,2025-09-30,6,23,1,1,1,0,0,23
CUST00999,2025-09-30,0,0,0,0,0,2,1,28
CUST01000,2025-09-30,3,16,1,1,0,1,0,19
CUST01001,2025-09-30,1,5,0,0,0,6,2,57
CUST01002,2025-09-30,11,51,2,3,1,6,0,12
CUST01003,2025-09-30,6,32,3,2,2,0,0,43
CUST01004,2025-09-30,1,3,0,0,0,0,0,49
CUST01005,2025-09-30,4,13,1,1,0,2,0,19
CUST01006,2025-09-30,3,12,2,0,0,0,0,4
CUST01007,2025-09-30,5,22,2,1,1,8,2,9
CUST01008,2025-09-30,1,4,1,0,0,0,0,50
CUST01009,2025-09-30,7,35,4,2,1,1,0,0
CUST01010,2025-09-30,3,17,1,0,0,0,0,0
CUST01011,2025-09-30,4,23,1,1,0,1,0,60
CUST01012,2025-09-30,7,39,2,0,1,0,0,8
CUST01013,2025-09-30,0,0,0,0,0,0,0,53
CUST01014,2025-09-30,1,3,0,0,0,4,1,23
CUST01015,2025-09-30,12,36,2,3,0,7,1,3
CUST01016,2025-09-30,6,16,3,1,1,2,0,1
CUST01017,2025-09-30,3,16,0,1,0,1,0,13
CUST01018,2025-09-30,10,59,2,2,0,6,1,7
CUST01019,2025-09-30,4,15,2,0,0,7,3,59
CUST01020,2025-09-30,1,6,0,0,0,0,0,29
CUST01021,2025-09-30,6,20,1,1,1,5,2,0
CUST01022,2025-09-30,0,0,0,0,0,0,0,40
CUST01023,2025-09-30,8,20,4,2,1,0,0,47
CUST01024,2025-09-30,10,42,4,1,2,4,2,12
CUST01025,2025-09-30,20,115,6,2,2,12,5,6
CUST01026,2025-09-30,9,50,1,1,1,3,1,17
CUST01027,2025-09-30,11,40,4,2,2,0,0,12
CUST01028,2025-09-30,6,20,3,0,1,0,0,45
CUST01029,2025-09-30,3,18,0,1,0,1,0,12
CUST01030,2025-09-30,10,45,1,2,0,8,2,0
CUST01031,2025-09-30,4,16,1,1,1,4,0,48
CUST01032,2025-09-30,5,27,2,1,0,5,2,6
CUST01033,2025-09-30,4,15,2,0,0,2,1,0
CUST01034,2025-09-30,9,27,2,3,1,5,2,22
CUST01035,2025-09-30,5,28,0,1,0,5,1,0
CUST01036,2025-09-30,8,33,2,0,1,4,0,29
CUST01037,2025-09-30,6,26,1,1,1,0,0,0
CUST01038,2025-09-30,4,15,1,1,1,3,1,5
CUST01039,2025-09-30,12,54,1,1,1,5,1,26
CUST01040,2025-09-30,1,5,0,0,0,0,0,26
CUST01041,2025-09-30,1,5,0,0,0,0,0,34
CUST01042,2025-09-30,10,48,2,2,1,5,1,0
CUST01043,2025-09-30,1,3,0,0,0,0,0,8
CUST01044,2025-09-30,2,5,1,0,1,2,0,21
CUST01045,2025-09-30,4,12,1,0,0,0,0,14
CUST01046,2025-09-30,1,3,0,0,0,4,0,9
CUST01047,2025-09-30,2,6,0,0,0,0,0,26
CUST01048,2025-09-30,8,45,3,1,2,4,0,31
CUST01049,2025-09-30,6,36,2,2,1,3,1,25
CUST01050,2025-09-30,8,44,1,1,0,0,0,0
CUST01051,2025-09-30,7,22,1,1,0,7,3,26
CUST01052,2025-09-30,7,39,3,0,2,0,0,42
CUST01053,2025-09-30,0,0,0,0,0,0,0,32
CUST01054,2025-09-30,1,4,0,0,0,3,0,41
CUST01055,2025-09-30,12,54,2,0,1,9,3,37
CUST01056,2025-09-30,3,9,1,0,1,0,0,3
CUST01057,2025-09-30,3,14,1,1,0,6,2,10
CUST01058,2025-09-30,1,4,0,0,0,2,1,25
CUST01059,2025-09-30,5,13,1,0,1,0,0,30
CUST01060,2025-09-30,2,7,0,0,0,1,0,10
CUST01061,2025-09-30,11,40,5,2,3,3,1,0
CUST01062,2025-09-30,1,4,1,0,0,7,2,50
CUST01063,2025-09-30,2,11,1,0,1,2,1,4
CUST01064,2025-09-30,9,24,5,0,3,1,0,14
CUST01065,2025-09-30,4,12,2,0,1,2,0,3
CUST01066,2025-09-30,2,11,1,0,1,5,2,3
CUST01067,2025-09-30,3,10,1,1,1,0,0,6
CUST01068,2025-09-30,2,11,1,0,1,1,0,16
CUST01069,2025-09-30,3,14,1,1,1,3,1,13
CUST01070,2025-09-30,1,5,0,0,0,4,1,4
CUST01071,2025-09-30,7,33,2,2,1,5,1,3
CUST01072,2025-09-30,8,23,1,2,0,6,3,40
CUST01073,2025-09-30,5,17,1,1,1,0,0,29
CUST01074,2025-09-30,12,61,4,3,3,0,0,18
CUST01075,2025-09-30,1,5,0,0,0,4,0,0
CUST01076,2025-09-30,2,9,1,0,1,0,0,6
CUST01077,2025-09-30,1,4,0,0,0,0,0,22
CUST01078,2025-09-30,2,6,0,0,0,4,1,39
CUST01079,2025-09-30,5,20,1,1,0,2,0,33
CUST01080,2025-09-30,0,0,0,0,0,4,1,16
CUST01081,2025-09-30,0,0,0,0,0,2,1,19
CUST01082,2025-09-30,4,15,1,0,0,1,0,0
CUST01083,2025-09-30,1,4,0,0,0,4,2,49
CUST01084,2025-09-30,3,14,1,1,1,0,0,25
CUST01085,2025-09-30,1,5,1,0,1,3,1,60
CUST01086,2025-09-30,8,22,2,2,1,0,0,0
CUST01087,2025-09-30,2,6,0,0,0,4,1,0
CUST01088,2025-09-30,8,43,4,0,1,6,1,0
CUST01089,2025-09-30,2,7,0,0,0,0,0,11
CUST01090,2025-09-30,1,4,0,0,0,0,0,35
CUST01091,2025-09-30,7,35,2,1,0,2,0,8
CUST01092,2025-09-30,2,11,1,0,1,1,0,15
CUST01093,2025-09-30,5,17,2,1,1,0,0,60
CUST01094,2025-09-30,1,6,1,0,1,0,0,15
CUST01095,2025-09-30,2,8,0,0,0,2,1,16
CUST01096,2025-09-30,10,44,5,1,4,10,2,11
CUST01097,2025-09-30,4,23,1,1,0,0,0,45
CUST01098,2025-09-30,3,9,0,0,0,0,0,33
CUST01099,2025-09-30,9,54,5,2,2,4,2,0
CUST01100,2025-09-30,3,8,1,1,0,0,0,0
CUST01101,2025-09-30,2,10,1,1,0,0,0,5
CUST01102,2025-09-30,7,37,2,1,1,0,0,20
CUST01103,2025-09-30,0,0,0,0,0,4,1,15
CUST01104,2025-09-30,8,28,2,2,0,0,0,34
CUST01105,2025-09-30,6,36,2,0,0,5,1,17
CUST01106,2025-09-30,14,66,6,4,3,7,2,14
CUST01107,2025-09-30,2,10,1,0,0,0,0,20
CUST01108,2025-09-30,2,6,0,0,0,0,0,0
CUST01109,2025-09-30,7,41,0,1,0,3,1,8
CUST01110,2025-09-30,1,3,0,0,0,1,0,60
CUST01111,2025-09-30,1,6,0,0,0,4,1,17
CUST01112,2025-09-30,5,28,1,0,1,3,1,7
CUST01113,2025-09-30,8,32,3,2,2,0,0,13
CUST01114,2025-09-30,1,4,0,0,0,0,0,29
CUST01115,2025-09-30,4,11,1,1,1,0,0,12
CUST01116,2025-09-30,7,41,3,2,1,2,0,17
CUST01117,2025-09-30,7,30,2,1,1,0,0,0
CUST01118,2025-09-30,0,0,0,0,0,5,1,51
CUST01119,2025-09-30,4,21,1,1,0,0,0,19
CUST01120,2025-09-30,7,33,1,0,0,6,2,22
CUST01121,2025-09-30,0,0,0,0,0,4,0,0
CUST01122,2025-09-30,7,40,1,0,0,0,0,16
CUST01123,2025-09-30,1,4,1,0,0,0,0,29
CUST01124,2025-09-30,9,33,1,3,1,0,0,25
CUST01125,2025-09-30,2,11,1,0,1,3,1,54
CUST01126,2025-09-30,11,47,6,1,3,5,1,0
CUST01127,2025-09-30,1,5,0,0,0,0,0,23
CUST01128,2025-09-30,4,20,1,1,0,0,0,36
CUST01129,2025-09-30,7,34,4,0,1,0,0,28
CUST01130,2025-09-30,6,33,2,1,1,0,0,27
CUST01131,2025-09-30,4,19,1,1,1,5,2,4
CUST01132,2025-09-30,17,100,9,5,2,9,2,0
CUST01133,2025-09-30,9,42,5,1,2,7,0,2
CUST01134,2025-09-30,13,51,5,1,1,4,0,9
CUST01135,2025-09-30,2,6,1,1,1,0,0,18
CUST01136,2025-09-30,1,6,0,0,0,0,0,31
CUST01137,2025-09-30,9,47,2,3,1,4,0,19
CUST01138,2025-09-30,2,8,1,0,0,0,0,37
CUST01139,2025-09-30,4,16,1,1,0,0,0,0
CUST01140,2025-09-30,3,14,1,0,0,0,0,6
CUST01141,2025-09-30,2,6,1,0,0,1,0,29
CUST01142,2025-09-30,19,99,1,2,1,3,1,6
CUST01143,2025-09-30,1,4,0,0,0,1,0,10
CUST01144,2025-09-30,6,17,1,2,0,4,0,10
CUST01145,2025-09-30,2,11,0,0,0,3,1,38
CUST01146,2025-09-30,12,34,3,3,2,0,0,6
CUST01147,2025-09-30,12,60,5,1,3,0,0,3
CUST01148,2025-09-30,1,3,0,0,0,0,0,26
CUST01149,2025-09-30,0,0,0,0,0,2,0,20
CUST01150,2025-09-30,3,13,1,0,1,1,0,35
CUST01151,2025-09-30,1,5,0,0,0,2,1,26
CUST01152,2025-09-30,9,35,2,1,1,0,0,17
CUST01153,2025-09-30,7,36,4,2,1,6,1,2
CUST01154,2025-09-30,11,49,1,3,1,8,3,10
CUST01155,2025-09-30,12,35,4,1,1,5,0,5
CUST01156,2025-09-30,5,20,2,1,1,0,0,5
CUST01157,2025-09-30,7,42,2,2,0,3,1,10
CUST01158,2025-09-30,11,37,1,3,1,0,0,6
CUST01159,2025-09-30,2,6,1,1,0,2,0,7
CUST01160,2025-09-30,2,7,1,0,0,0,0,32
CUST01161,2025-09-30,5,24,1,1,1,0,0,31
CUST01162,2025-09-30,1,4,0,0,0,5,0,54
CUST01163,2025-09-30,3,10,1,0,0,0,0,60
CUST01164,2025-09-30,15,47,1,4,1,2,0,7
CUST01165,2025-09-30,5,14,1,0,1,0,0,31
CUST01166,2025-09-30,2,8,0,0,0,0,0,0
CUST01167,2025-09-30,3,8,1,1,1,5,0,0
CUST01168,2025-09-30,8,26,1,1,0,6,2,2
CUST01169,2025-09-30,13,54,6,3,3,10,5,5
CUST01170,2025-09-30,2,11,0,0,0,1,0,41
CUST01171,2025-09-30,3,17,1,1,0,0,0,28
CUST01172,2025-09-30,4,22,1,0,0,0,0,6
CUST01173,2025-09-30,9,35,2,3,0,0,0,18
CUST01174,2025-09-30,10,51,2,2,1,3,1,10
CUST01175,2025-09-30,9,31,1,2,0,3,1,7
CUST01176,2025-09-30,6,35,3,1,1,3,1,44
CUST01177,2025-09-30,0,0,0,0,0,0,0,8
CUST01178,2025-09-30,10,59,2,1,1,2,1,23
CUST01179,2025-09-30,5,13,2,0,1,0,0,8
CUST01180,2025-09-30,2,10,0,1,0,4,1,10
CUST01181,2025-09-30,2,6,1,0,0,0,0,14
CUST01182,2025-09-30,8,33,4,2,2,0,0,31
CUST01183,2025-09-30,0,0,0,0,0,0,0,3
CUST01184,2025-09-30,5,26,2,0,1,3,1,25
CUST01185,2025-09-30,1,3,0,0,0,6,2,17
CUST01186,2025-09-30,1,3,0,0,0,0,0,36
CUST01187,2025-09-30,3,13,0,0,0,0,0,13
CUST01188,2025-09-30,14,35,3,4,1,7,3,8
CUST01189,2025-09-30,7,34,2,1,1,0,0,16
CUST01190,2025-09-30,3,13,1,0,0,0,0,0
CUST01191,2025-09-30,1,3,0,0,0,0,0,13
CUST01192,2025-09-30,11,65,2,3,1,5,0,14
CUST01193,2025-09-30,0,0,0,0,0,0,0,60
CUST01194,2025-09-30,2,7,0,0,0,6,1,34
CUST01195,2025-09-30,4,22,0,1,0,5,0,2
CUST01196,2025-09-30,9,30,2,2,1,5,1,16
CUST01197,2025-09-30,3,12,0,1,0,8,3,18
CUST01198,2025-09-30,5,16,1,1,1,1,0,6
CUST01199,2025-09-30,1,5,1,0,1,0,0,60
CUST01200,2025-09-30,5,18,1,0,0,3,1,7
CUST01201,2025-09-30,7,33,4,1,2,0,0,24
CUST01202,2025-09-30,10,26,1,0,1,7,3,33
CUST01203,2025-09-30,4,16,1,1,0,1,0,7
CUST01204,2025-09-30,0,0,0,0,0,0,0,17
CUST01205,2025-09-30,1,5,0,0,0,2,0,38
CUST01206,2025-09-30,10,52,1,2,0,0,0,30
CUST01207,2025-09-30,0,0,0,0,0,0,0,21
CUST01208,2025-09-30,1,3,0,0,0,4,2,15
CUST01209,2025-09-30,5,27,2,1,0,6,1,1
CUST01210,2025-09-30,0,0,0,0,0,5,1,54
CUST01211,2025-09-30,8,42,2,2,1,4,1,2
CUST01212,2025-09-30,0,0,0,0,0,2,1,0
CUST01213,2025-09-30,3,14,2,0,0,5,1,33
CUST01214,2025-09-30,2,12,0,1,0,0,0,31
CUST01215,2025-09-30,0,0,0,0,0,5,2,25
CUST01216,2025-09-30,10,57,1,2,0,5,2,24
CUST01217,2025-09-30,6,33,1,0,1,0,0,36
CUST01218,2025-09-30,6,26,1,1,1,0,0,2
CUST01219,2025-09-30,5,15,1,0,0,1,0,20
CUST01220,2025-09-30,1,3,1,0,0,0,0,25
CUST01221,2025-09-30,6,18,1,1,1,2,0,21
CUST01222,2025-09-30,0,0,0,0,0,5,1,14
CUST01223,2025-09-30,1,4,0,0,0,0,0,29
CUST01224,2025-09-30,7,26,3,1,2,4,2,7
CUST01225,2025-09-30,3,16,2,1,1,1,0,13
CUST01226,2025-09-30,6,35,2,0,1,0,0,14
CUST01227,2025-09-30,8,48,2,1,1,0,0,6
CUST01228,2025-09-30,1,6,0,0,0,1,0,28
CUST01229,2025-09-30,5,15,3,1,1,0,0,8
CUST01230,2025-09-30,2,8,0,0,0,1,0,24
CUST01231,2025-09-30,0,0,0,0,0,0,0,41
CUST01232,2025-09-30,8,34,3,1,1,0,0,39
CUST01233,2025-09-30,8,42,1,1,1,0,0,5
CUST01234,2025-09-30,3,10,1,1,0,4,1,32
CUST01235,2025-09-30,3,12,1,0,0,2,1,26
CUST01236,2025-09-30,8,37,3,2,1,2,0,0
CUST01237,2025-09-30,1,3,0,0,0,2,0,10
CUST01238,2025-09-30,1,3,0,0,0,3,1,14
CUST01239,2025-09-30,7,37,2,0,1,0,0,35
CUST01240,2025-09-30,10,42,3,2,1,5,2,14
CUST01241,2025-09-30,9,31,1,2,1,11,0,15
CUST01242,2025-09-30,0,0,0,0,0,5,2,15
CUST01243,2025-09-30,8,44,4,1,3,0,0,14
CUST01244,2025-09-30,7,37,2,0,1,0,0,4
CUST01245,2025-09-30,2,6,0,0,0,0,0,60
CUST01246,2025-09-30,1,4,0,0,0,8,3,60
CUST01247,2025-09-30,12,51,5,1,1,4,2,0
CUST01248,2025-09-30,5,28,0,1,0,3,1,15
CUST01249,2025-09-30,12,45,7,3,4,10,4,11
CUST01250,2025-09-30,0,0,0,0,0,4,2,35
CUST01251,2025-09-30,3,10,2,1,1,5,1,10
CUST01252,2025-09-30,1,3,0,0,0,0,0,18
CUST01253,2025-09-30,13,62,4,3,2,7,1,27
CUST01254,2025-09-30,3,16,1,1,0,0,0,4
CUST01255,2025-09-30,8,35,2,0,1,0,0,15
CUST01256,2025-09-30,3,15,1,0,0,4,1,56
CUST01257,2025-09-30,4,21,0,0,0,6,0,4
CUST01258,2025-09-30,7,18,2,2,1,3,0,60
CUST01259,2025-09-30,0,0,0,0,0,0,0,10
CUST01260,2025-09-30,4,20,2,0,1,0,0,8
CUST01261,2025-09-30,1,3,0,0,0,0,0,0
CUST01262,2025-09-30,11,43,6,1,2,6,2,9
CUST01263,2025-09-30,5,20,0,1,0,3,1,24
CUST01264,2025-09-30,6,21,1,1,0,3,1,16
CUST01265,2025-09-30,12,38,2,3,1,1,0,10
CUST01266,2025-09-30,8,42,3,2,1,0,0,17
CUST01267,2025-09-30,2,5,1,1,0,4,1,26
CUST01268,2025-09-30,5,23,2,1,1,5,2,2
CUST01269,2025-09-30,4,10,0,1,0,4,1,18
CUST01270,2025-09-30,4,10,2,1,1,10,0,20
CUST01271,2025-09-30,8,30,2,1,1,4,0,5
CUST01272,2025-09-30,1,5,0,0,0,0,0,8
CUST01273,2025-09-30,1,5,0,0,0,2,0,22
CUST01274,2025-09-30,15,49,6,1,4,0,0,0
CUST01275,2025-09-30,14,74,3,2,2,4,2,0
CUST01276,2025-09-30,3,12,0,1,0,0,0,22
CUST01277,2025-09-30,6,16,2,1,1,5,2,12
CUST01278,2025-09-30,1,5,0,0,0,0,0,6
CUST01279,2025-09-30,3,12,1,0,0,3,1,31
CUST01280,2025-09-30,5,18,1,1,0,3,0,0
CUST01281,2025-09-30,4,24,2,0,0,0,0,43
CUST01282,2025-09-30,5,14,1,0,0,3,0,22
CUST01283,2025-09-30,7,39,2,0,1,0,0,0
CUST01284,2025-09-30,1,6,0,0,0,1,0,25
CUST01285,2025-09-30,3,8,0,0,0,0,0,36
CUST01286,2025-09-30,2,5,1,1,0,1,0,45
CUST01287,2025-09-30,3,9,1,0,1,4,0,14
CUST01288,2025-09-30,0,0,0,0,0,1,0,25
CUST01289,2025-09-30,9,34,1,2,0,5,2,7
CUST01290,2025-09-30,9,40,0,2,0,0,0,15
CUST01291,2025-09-30,3,9,1,1,0,0,0,29
CUST01292,2025-09-30,3,15,1,0,0,0,0,24
CUST01293,2025-09-30,0,0,0,0,0,4,0,1
CUST01294,2025-09-30,9,53,5,2,1,4,0,0
CUST01295,2025-09-30,11,53,6,3,3,2,0,20
CUST01296,2025-09-30,2,5,1,0,0,2,0,15
CUST01297,2025-09-30,6,17,2,1,1,0,0,4
CUST01298,2025-09-30,0,0,0,0,0,0,0,60
CUST01299,2025-09-30,8,48,1,2,0,0,0,35
CUST01300,2025-09-30,10,46,3,1,2,5,0,6
CUST01301,2025-09-30,4,12,1,1,1,0,0,25
CUST01302,2025-09-30,8,22,2,1,1,5,2,0
CUST01303,2025-09-30,3,11,1,1,0,3,0,0
CUST01304,2025-09-30,8,41,3,2,1,0,0,0
CUST01305,2025-09-30,8,22,3,1,1,0,0,4
CUST01306,2025-09-30,2,8,1,0,1,4,2,6
CUST01307,2025-09-30,4,12,2,0,1,5,2,38
CUST01308,2025-09-30,5,17,2,0,1,3,1,33
CUST01309,2025-09-30,2,8,1,0,0,6,0,5
CUST01310,2025-09-30,8,38,1,0,0,6,1,19
CUST01311,2025-09-30,1,5,0,0,0,0,0,19
CUST01312,2025-09-30,5,29,3,1,2,4,0,0
CUST01313,2025-09-30,6,25,1,2,0,0,0,0
CUST01314,2025-09-30,5,23,2,0,1,0,0,0
CUST01315,2025-09-30,1,3,0,0,0,0,0,52
CUST01316,2025-09-30,13,48,6,1,3,7,2,14
CUST01317,2025-09-30,1,3,0,0,0,0,0,48
CUST01318,2025-09-30,2,9,1,0,1,3,1,24
CUST01319,2025-09-30,10,38,4,3,3,3,1,14
CUST01320,2025-09-30,6,32,1,1,1,2,1,40
CUST01321,2025-09-30,12,32,1,1,0,8,2,17
CUST01322,2025-09-30,2,11,1,0,0,0,0,20
CUST01323,2025-09-30,3,18,0,0,0,1,0,46
CUST01324,2025-09-30,1,5,0,0,0,3,1,35
CUST01325,2025-09-30,1,3,0,0,0,2,0,43
CUST01326,2025-09-30,3,14,0,0,0,0,0,23
CUST01327,2025-09-30,10,43,4,1,1,6,2,4
CUST01328,2025-09-30,5,20,1,0,0,0,0,13
CUST01329,2025-09-30,5,24,2,1,1,0,0,9
CUST01330,2025-09-30,6,28,2,1,1,0,0,2
CUST01331,2025-09-30,10,28,1,3,1,4,1,0
CUST01332,2025-09-30,7,34,2,2,1,0,0,6
CUST01333,2025-09-30,2,5,1,0,0,3,1,0
CUST01334,2025-09-30,1,5,0,0,0,0,0,39
CUST01335,2025-09-30,6,19,3,0,1,2,0,0
CUST01336,2025-09-30,0,0,0,0,0,0,0,0
CUST01337,2025-09-30,14,69,5,0,4,3,1,18
CUST01338,2025-09-30,14,66,5,2,2,0,0,0
CUST01339,2025-09-30,3,17,1,1,1,1,0,37
CUST01340,2025-09-30,5,13,2,1,1,0,0,16
CUST01341,2025-09-30,5,13,2,1,1,3,0,26
CUST01342,2025-09-30,10,56,1,0,1,0,0,23
CUST01343,2025-09-30,3,11,1,0,0,0,0,7
CUST01344,2025-09-30,3,17,0,0,0,0,0,60
CUST01345,2025-09-30,7,36,4,2,3,1,0,3
CUST01346,2025-09-30,5,29,1,0,1,2,1,17
CUST01347,2025-09-30,3,18,1,1,1,0,0,27
CUST01348,2025-09-30,3,10,1,1,1,0,0,22
CUST01349,2025-09-30,0,0,0,0,0,7,2,22
CUST01350,2025-09-30,1,4,0,0,0,2,0,26
CUST01351,2025-09-30,7,42,1,2,0,2,0,0
CUST01352,2025-09-30,1,3,0,0,0,0,0,31
CUST01353,2025-09-30,1,3,0,0,0,3,1,19
CUST01354,2025-09-30,10,53,1,2,0,0,0,0
CUST01355,2025-09-30,2,12,1,0,0,0,0,28
CUST01356,2025-09-30,0,0,0,0,0,0,0,17
CUST01357,2025-09-30,2,8,1,0,1,0,0,23
CUST01358,2025-09-30,14,37,2,3,1,10,3,3
CUST01359,2025-09-30,3,18,1,1,1,3,1,15
CUST01360,2025-09-30,6,26,1,2,1,5,2,35
CUST01361,2025-09-30,6,20,2,1,1,1,0,0
CUST01362,2025-09-30,16,82,3,4,2,5,1,6
CUST01363,2025-09-30,7,34,3,1,2,8,2,11
CUST01364,2025-09-30,3,8,1,1,1,0,0,35
CUST01365,2025-09-30,1,3,0,0,0,2,0,47
CUST01366,2025-09-30,4,12,0,0,0,0,0,30
CUST01367,2025-09-30,8,46,2,1,1,3,1,16
CUST01368,2025-09-30,8,42,3,1,2,6,3,60
CUST01369,2025-09-30,10,34,4,1,2,7,2,11
CUST01370,2025-09-30,2,6,1,0,0,0,0,35
CUST01371,2025-09-30,6,18,0,1,0,0,0,2
CUST01372,2025-09-30,5,22,2,1,1,1,0,31
CUST01373,2025-09-30,4,13,2,1,0,0,0,10
CUST01374,2025-09-30,5,26,2,0,1,1,0,24
CUST01375,2025-09-30,4,16,2,0,1,7,3,27
CUST01376,2025-09-30,6,20,2,1,1,0,0,18
CUST01377,2025-09-30,10,28,1,1,0,1,0,0
CUST01378,2025-09-30,14,47,4,1,1,0,0,21
CUST01379,2025-09-30,6,23,2,1,1,3,1,40
CUST01380,2025-09-30,1,6,0,0,0,3,1,11
CUST01381,2025-09-30,11,43,1,3,0,6,3,0
CUST01382,2025-09-30,5,15,1,1,1,8,1,0
CUST01383,2025-09-30,14,44,1,3,0,0,0,3
CUST01384,2025-09-30,5,16,2,1,1,0,0,24
CUST01385,2025-09-30,10,26,5,1,4,9,4,4
CUST01386,2025-09-30,5,18,2,0,1,1,0,0
CUST01387,2025-09-30,2,9,0,1,0,0,0,30
CUST01388,2025-09-30,1,4,0,0,0,0,0,11
CUST01389,2025-09-30,5,26,1,0,0,4,2,3
CUST01390,2025-09-30,11,59,5,3,2,4,1,6
CUST01391,2025-09-30,11,28,1,1,1,3,1,20
CUST01392,2025-09-30,2,5,1,0,1,6,1,3
CUST01393,2025-09-30,0,0,0,0,0,2,1,18
CUST01394,2025-09-30,15,41,5,3,2,2,1,6
CUST01395,2025-09-30,4,11,1,0,1,4,0,9
CUST01396,2025-09-30,2,9,0,0,0,2,0,21
CUST01397,2025-09-30,12,54,2,2,1,0,0,0
CUST01398,2025-09-30,6,22,3,1,1,0,0,0
CUST01399,2025-09-30,10,48,1,2,1,3,1,6
CUST01400,2025-09-30,1,5,1,0,1,1,0,38
CUST01401,2025-09-30,3,13,1,0,0,0,0,23
CUST01402,2025-09-30,0,0,0,0,0,5,2,47
CUST01403,2025-09-30,1,3,1,0,0,5,0,53
CUST01404,2025-09-30,12,48,4,3,2,8,1,24
CUST01405,2025-09-30,2,5,1,0,0,0,0,20
CUST01406,2025-09-30,2,8,0,0,0,0,0,46
CUST01407,2025-09-30,3,17,1,0,0,3,0,17
CUST01408,2025-09-30,0,0,0,0,0,2,0,60
CUST01409,2025-09-30,1,3,0,0,0,0,0,0
CUST01410,2025-09-30,11,59,1,0,0,2,0,18
CUST01411,2025-09-30,0,0,0,0,0,0,0,51
CUST01412,2025-09-30,9,27,5,2,2,0,0,9
CUST01413,2025-09-30,2,12,1,0,1,1,0,39
CUST01414,2025-09-30,10,28,3,2,2,2,1,17
CUST01415,2025-09-30,9,35,4,2,3,6,0,0
CUST01416,2025-09-30,11,43,3,2,1,6,2,20
CUST01417,2025-09-30,3,8,1,1,0,0,0,26
CUST01418,2025-09-30,10,37,1,1,1,9,1,35
CUST01419,2025-09-30,1,5,0,0,0,1,0,11
CUST01420,2025-09-30,14,48,6,2,2,3,1,14
CUST01421,2025-09-30,16,53,8,4,3,0,0,30
CUST01422,2025-09-30,3,11,1,0,0,3,0,17
CUST01423,2025-09-30,5,13,2,1,1,0,0,11
CUST01424,2025-09-30,3,12,1,0,0,0,0,24
CUST01425,2025-09-30,3,15,1,1,0,3,1,5
CUST01426,2025-09-30,8,30,4,0,2,0,0,0
CUST01427,2025-09-30,11,36,2,0,1,5,2,9
CUST01428,2025-09-30,15,68,6,3,3,5,1,13
CUST01429,2025-09-30,4,22,1,0,1,8,2,3
CUST01430,2025-09-30,11,57,4,2,2,0,0,3
CUST01431,2025-09-30,6,32,2,0,1,5,1,5
CUST01432,2025-09-30,2,6,1,0,1,0,0,25
CUST01433,2025-09-30,8,32,3,2,1,0,0,36
CUST01434,2025-09-30,6,22,3,0,1,0,0,4
